FID,the_geom,ID,ID1,COD_TS,SIMT,COMUNA,EJE,DESDE_CRUC,HACIA_CRUC,NOMBRE_PAR,X,Y,N_ET,N_ZP,ZP_HORARIO,FREPMA,FREPTA,NSERVICIOS,SERVICIOS,MULTIPLE_F
paradas_frecuentes.863,POINT (351748.51883547986 6278663.776623314),8951,8951,L-34-3-110-SN,PF950,PUENTE ALTO,4 ORIENTE,CERRO BISMARCK,CERRO MµRMOLES,4 Oriente esq. / Cerro M rmoles,351748.516,6278663.766,,,,3,6,1,F12cR,L-34-3-110-SN|PF950|F12cR
paradas_frecuentes.864,POINT (351718.9163237374 6278820.041421423),8952,8952,L-34-3-105-SN,PF949,PUENTE ALTO,4 ORIENTE,CERRO GRANDE,SARGENTO MENADIER,4 Oriente esq. / Sargento Menadier,351718.936,6278820.015,,,,3,6,1,F12cR,L-34-3-105-SN|PF949|F12cR
paradas_frecuentes.865,POINT (351866.0784837643 6278790.481735533),8892,8892,L-34-81-5-NS,PF961,PUENTE ALTO,VALLE CENTRAL,SGTO. MENADIER,CERRO HORNILLA,Valle Central esq. / Cerro Hornilla,351866.094,6278790.432,,,,17,12,2,F12I;F12cI,L-34-81-5-NS|PF961|F12I;F12cI
paradas_frecuentes.866,POINT (351915.9666565217 6278564.209938615),8926,8926,L-34-81-15-SN,PF572,PUENTE ALTO,VALLE CENTRAL,CERRO ANGELES,PUNTA DE DAMAS,Valle Central esq. / Punta de Damas,351915.9667,6278564.2099,,,,5,10,1,F12R,L-34-81-15-SN|PF572|F12R
paradas_frecuentes.867,POINT (351900.3319721376 6278597.2429713365),8893,8893,L-34-81-10-NS,PF539,PUENTE ALTO,VALLE CENTRAL,CERRO BISMARCK,PUNTA DE DAMAS,Valle Central esq. / Punta de Damas,351900.3354,6278597.212,,,,17,12,2,F12I;F12cI,L-34-81-10-NS|PF539|F12I;F12cI
paradas_frecuentes.868,POINT (352175.7046529638 6278129.437825586),8923,8923,L-34-57-35-SN,PF569,PUENTE ALTO,NOCEDAL,NIETCHE,SàCRATES,Nocedal esq. / S¢crates,352175.7047,6278129.4378,,,,5,10,1,F12R,L-34-57-35-SN|PF569|F12R
paradas_frecuentes.869,POINT (352168.9624162976 6278133.43777242),8896,8896,L-34-57-30-NS,PF542,PUENTE ALTO,NOCEDAL,LA FLOR,EL TRONCO,Nocedal esq. / El Tronco,352168.991,6278133.477,,,,11,6,1,F12I,L-34-57-30-NS|PF542|F12I
paradas_frecuentes.870,POINT (352113.81152785226 6278340.441330398),8895,8895,L-34-73-10-PO,PF541,PUENTE ALTO,SAN PEDRO,ESTACION YESILLO,NOCEDAL,San Pedro esq. / Nocedal,352113.83671,6278340.47852,,,,11,6,1,F12I,L-34-73-10-PO|PF541|F12I
paradas_frecuentes.871,POINT (352138.1697382813 6278343.367758891),8924,8924,L-34-57-25-SN,PF570,PUENTE ALTO,NOCEDAL,ARISTOTELES,SAN PEDRO,Nocedal esq. / San Pedro,352138.1697,6278343.3678,,,,5,10,1,F12R,L-34-57-25-SN|PF570|F12R
paradas_frecuentes.872,POINT (352528.6304546102 6277509.867637261),8899,8899,L-34-93-5-PO,PF545,PUENTE ALTO,CAMINO INTERNACIONAL,NOCEDAL,AVENIDA EJRCITO LIBERTADOR,Camino Internacional esq. / Ejrcito Libertador,352528.6424,6277509.9142,,,,11,6,1,F12I,L-34-93-5-PO|PF545|F12I
paradas_frecuentes.873,POINT (352557.92603984266 6277577.753823984),8504,8504,L-34-32-135-NS,PF566,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,LOS CONQUISTADORES,CAMINO INTERNACIONAL,Av. Ejrcito Libertador esq. / Cam. Internacional,352557.926,6277577.7538,,,,12,17,2,F02I;F12R,L-34-32-135-NS|PF566|F02I;F12R
paradas_frecuentes.874,POINT (352582.127405077 6277675.286607986),8505,8505,L-34-32-130-SN,PF546,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,CAMINO INTERNACIONAL,LOS CONQUISTADORES,Av. Ejrcito Libertador esq. / Conquistadores,352582.1274,6277675.2866,,,,18,13,2,F02R;F12I,L-34-32-130-SN|PF546|F02R;F12I
paradas_frecuentes.875,POINT (352542.79201495415 6277759.531394154),8503,8503,L-34-32-125-NS,PF565,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,CERRO PINQUE,QUEBRADA HONDA,Av. Ejrcito Libertador esq. / Quebrada Honda,352542.792,6277759.5314,,,,12,17,2,F02I;F12R,L-34-32-125-NS|PF565|F02I;F12R
paradas_frecuentes.876,POINT (352510.99983262527 6277896.243510363),8935,8935,L-34-48-10-PO,PF953,PUENTE ALTO,LAS ACHIRAS,CERRO YATE,AVENIDA EJRCITO LIBERTADOR,Las Achiras esq. / Ejrcito Libertador,352510.961,6277896.253,,,,6,6,1,F12cI,L-34-48-10-PO|PF953|F12cI
paradas_frecuentes.877,POINT (352527.6715513724 6277928.332169707),8502,8502,L-34-32-115-NS,PF564,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,SANTIAGO,LAS ACHIRAS,Av. Ejrcito Libertador esq. / Las Achiras,352527.6716,6277928.3322,,,,15,23,3,F02I;F12R;F12cR,L-34-32-115-NS|PF564|F02I;F12R;F12cR
paradas_frecuentes.878,POINT (352563.4452879593 6277888.731092938),8506,8506,L-34-32-120-SN,PF547,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,LOS HISPANOS,LAS ACHIRAS,Av. Ejrcito Libertador esq. / Las Achiras,352563.4453,6277888.7311,,,,18,13,2,F02R;F12I,L-34-32-120-SN|PF547|F02R;F12I
paradas_frecuentes.879,POINT (352541.52689273807 6278149.707931656),8507,8507,L-34-32-110-SN,PF548,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,LA RECONQUISTA,LOS HERALDOS,Av. Ejrcito Libertador esq. / Los Heraldos,352541.5269,6278149.7079,,,,24,19,3,F02R;F12I;F12cI,L-34-32-110-SN|PF548|F02R;F12I;F12cI
paradas_frecuentes.880,POINT (352507.88118690904 6278165.495139199),8501,8501,L-34-32-105-NS,PF563,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,PATRIA NUEVA,LA RECONQUISTA,Av. Ejrcito Libertador esq. / La Reconquista,352507.888,6278165.5159,,,,15,23,3,F02I;F12R;F12cR,L-34-32-105-NS|PF563|F02I;F12R;F12cR
paradas_frecuentes.881,POINT (352521.4618850582 6278386.644805058),8508,8508,L-34-32-100-SN,PF549,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,LA CONQUISTA,SAN PEDRO,Av. Ejrcito Libertador esq. / San Pedro,352521.4619,6278386.6448,,,,24,19,3,F02R;F12I;F12cI,L-34-32-100-SN|PF549|F02R;F12I;F12cI
paradas_frecuentes.882,POINT (352510.25141476444 6278518.349337966),8509,8509,L-34-32-95-SN,PF626,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,SAN PEDRO,REAL AUDIENCIA,Av. Ejrcito Libertador esq. / Real Audiencia,352510.2514,6278518.3493,,,,13,13,2,F02R;F12cI,L-34-32-95-SN|PF626|F02R;F12cI
paradas_frecuentes.883,POINT (352474.31260889524 6278562.495246436),8500,8500,L-34-32-90-NS,PF665,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,SAN JOSE,REAL AUDIENCIA,Av. Ejrcito Libertador esq. / Real Audiencia,352474.3194,6278562.517,,,,10,13,2,F02I;F12cR,L-34-32-90-NS|PF665|F02I;F12cR
paradas_frecuentes.884,POINT (352494.7200065104 6278719.8632815955),8510,8510,L-34-32-85-SN,PF627,PUENTE ALTO,AVENIDA EJRCITO LIBERTADOR,LA CANADILLA,LOS COMENDADORES,Av. Ejrcito Libertador esq. / Los Comendadores,352494.7062,6278719.8533,,,,13,13,2,F02R;F12cI,L-34-32-85-SN|PF627|F02R;F12cI
paradas_frecuentes.885,POINT (352706.4774206466 6278423.204589188),8900,8900,L-34-73-15-PO,PF550,PUENTE ALTO,SAN PEDRO,DEL GOBERNADOR,LA COLONIA,San Pedro esq. / La Colonia,352706.4774,6278423.2046,,,,11,6,1,F12I,L-34-73-15-PO|PF550|F12I
paradas_frecuentes.886,POINT (352742.6701298263 6278434.962413561),8920,8920,L-34-73-20-OP,PF562,PUENTE ALTO,SAN PEDRO,LOS CORREGIDORES,LA COLONIA,San Pedro esq. / La Colonia,352742.6701,6278434.9624,,,,5,10,1,F12R,L-34-73-20-OP|PF562|F12R
paradas_frecuentes.887,POINT (352889.6820914692 6278450.859865194),8901,8901,L-34-73-25-PO,PF551,PUENTE ALTO,SAN PEDRO,LUISA PETERS,LAS FRAMBUESAS,San Pedro esq. / Las Frambuesas,352889.694,6278450.8365,,,,11,6,1,F12I,L-34-73-25-PO|PF551|F12I
paradas_frecuentes.888,POINT (352924.26236273244 6278464.921458097),8919,8919,L-34-73-30-OP,PF561,PUENTE ALTO,SAN PEDRO,LUIS VICENTINI,LAS FRAMBUESAS,San Pedro esq. / Las Frambuesas,352924.2624,6278464.9215,,,,5,10,1,F12R,L-34-73-30-OP|PF561|F12R
paradas_frecuentes.889,POINT (353167.5175946912 6278509.7959206905),8902,8902,L-34-73-35-PO,PF552,PUENTE ALTO,SAN PEDRO,ABELARDO HEVIA,JUAN BEISA,San Pedro esq. / Juan Beisa,353167.5176,6278509.7959,,,,11,6,1,F12I,L-34-73-35-PO|PF552|F12I
paradas_frecuentes.890,POINT (353208.46582598006 6278756.650735754),9068,9068,L-34-63-70-OP,PF789,PUENTE ALTO,AV. PDTE. SALVADOR ALLENDE,JOS T. MEDINA,BOMBERO Né¥EZ,Av.Pdte.Salvador Allende esq. / Bombero N£¤ez,353208.4658,6278756.6507,,,,7.5,6.67,1,F16R,L-34-63-70-OP|PF789|F16R
paradas_frecuentes.891,POINT (347481.857671164 6279034.145775393),8606,8606,L-23-30-15-NS,PG1695,LA PINTANA,LOS GRANADOS,LOS NOGALES,LOS PALTOS,Los Granados esq. / Los Paltos,347481.894,6279034.198,,,,7,7,1,F03R,L-23-30-15-NS|PG1695|F03R
paradas_frecuentes.892,POINT (347500.02137795696 6279245.952965251),8605,8605,L-23-30-10-NS,PG1694,LA PINTANA,LOS GRANADOS,EL OLIVAR,LOS NOGALES,Los Granados esq. / Los Nogales,347499.976,6279245.959,,,,7,7,1,F03R,L-23-30-10-NS|PG1694|F03R
paradas_frecuentes.893,POINT (347533.72188583505 6279443.698536465),8604,8604,L-23-11-35-OP,PG1680,LA PINTANA,EL OLIVAR,LOS DURAZNOS,LOS GRANADOS,El Olivar esq. / Los Granados,347533.691,6279443.699,,,,7,7,1,F03R,L-23-11-35-OP|PG1680|F03R
paradas_frecuentes.894,POINT (347521.4098753212 6279879.9606185295),8596,8596,L-23-6-25-PO,PG543,LA PINTANA,CAMINO EL MARISCAL,SAN FRANCISCO,LOS GRANADOS,Camino El Mariscal esq. / Los Granados,347521.4099,6279879.9606,,,,7,7,1,F03R,L-23-6-25-PO|PG543|F03R
paradas_frecuentes.895,POINT (347529.1743249858 6279893.615783809),8564,8564,L-23-6-30-OP,PG512,LA PINTANA,CAMINO EL MARISCAL,LOS GRANADOS,AVENIDA SAN FRANCISCO,Camino El Mariscal esq. / Av. San Francisco,347529.1831,6279893.6134,,,,7,7,1,F03I,L-23-6-30-OP|PG512|F03I
paradas_frecuentes.896,POINT (347975.6058321062 6278807.501725705),8608,8608,L-23-29-20-NS,PG555,LA PINTANA,LOS DURAZNOS,LOS PALTOS,LOS MANZANOS,Los Duraznos esq. / Los Manzanos,347975.5623,6278807.4935,,,,7,7,1,F03R,L-23-29-20-NS|PG555|F03R
paradas_frecuentes.897,POINT (347976.018722885 6278968.892025734),8607,8607,L-23-33-10-PO,PG1698,LA PINTANA,LOS PALTOS,LOS GRANADOS,LOS DURAZNOS,Los Paltos esq. / Los Duraznos,347976.005,6278968.886,,,,7,7,1,F03R,L-23-33-10-PO|PG1698|F03R
paradas_frecuentes.898,POINT (348027.3064861064 6278976.581146887),8554,8554,L-23-33-5-OP,PG504,LA PINTANA,LOS PALTOS,EL PARQUE,LOS DURAZNOS,Los Paltos esq. / Los Duraznos,348027.34057,6278976.62968,,,,7,7,1,F03I,L-23-33-5-OP|PG504|F03I
paradas_frecuentes.899,POINT (348015.81242382096 6279128.133067168),8555,8555,L-23-29-10-SN,PG505,LA PINTANA,LOS DURAZNOS,LOS PALTOS,LOS NOGALES,Los Duraznos esq. / Los Nogales,348015.8124,6279128.1331,,,,7,7,1,F03I,L-23-29-10-SN|PG505|F03I
paradas_frecuentes.900,POINT (348036.4337359726 6279337.870094169),8556,8556,L-23-29-5-SN,PG506,LA PINTANA,LOS DURAZNOS,LOS NOGALES,EL OLIVAR,Los Duraznos esq. / El Olivar,348036.4337,6279337.8701,,,,7,7,1,F03I,L-23-29-5-SN|PG506|F03I
paradas_frecuentes.901,POINT (348049.2308694208 6279397.080296615),8603,8603,L-23-11-25-OP,PG1682,LA PINTANA,EL OLIVAR,LOS TILOS,"LOS DURAZNOS,","El Olivar esq. / Los Duraznos,",348049.227,6279397.047,,,,7,7,1,F03R,L-23-11-25-OP|PG1682|F03R
paradas_frecuentes.902,POINT (348510.38969610236 6278877.739001496),8553,8553,L-23-13-5-SN,PG503,LA PINTANA,EL PARQUE,LOS MANZANOS,LOS PALTOS,El Parque esq. / Los Paltos,348510.4002,6278877.7367,,,,7,7,1,F03I,L-23-13-5-SN|PG503|F03I
paradas_frecuentes.903,POINT (348300.6157491121 6279356.800942921),8557,8557,L-23-11-5-PO,PG507,LA PINTANA,EL OLIVAR,LOS TILOS,EL PARQUE,El Olivar esq. / El Parque,348300.5908,6279356.7921,,,,7,7,1,F03I,L-23-11-5-PO|PG507|F03I
paradas_frecuentes.904,POINT (348300.69768756966 6279375.103443565),8602,8602,L-23-11-20-OP,PG1679,LA PINTANA,EL OLIVAR,EL PARQUE,LOS TILOS,El Olivar esq. / Los Tilos,348300.665,6279375.138,,,,7,7,1,F03R,L-23-11-20-OP|PG1679|F03R
paradas_frecuentes.905,POINT (348558.69766381197 6279350.672076264),8601,8601,L-23-11-15-OP,PG1681,LA PINTANA,EL OLIVAR,LOS PLµTANOS,EL PARQUE,El Olivar esq. / El Parque,348558.667,6279350.71,,,,7,7,1,F03R,L-23-11-15-OP|PG1681|F03R
paradas_frecuentes.906,POINT (348621.23106492765 6279339.790478902),8558,8558,L-23-11-10-PO,PG508,LA PINTANA,EL OLIVAR,EL PARQUE,LOS NARANJOS,El Olivar esq. / Los Naranjos,348621.2311,6279339.7905,,,,7,7,1,F03I,L-23-11-10-PO|PG508|F03I
paradas_frecuentes.907,POINT (348043.51696449664 6279845.979861058),8563,8563,L-23-6-35-OP,PG511,LA PINTANA,CAMINO EL MARISCAL,LOS DURAZNOS,LOS GRANADOS,Camino El Mariscal esq. / Los Granados,348043.5305,6279845.9725,,,,7,7,1,F03I,L-23-6-35-OP|PG511|F03I
paradas_frecuentes.908,POINT (348105.91085289675 6279832.437226191),8597,8597,L-23-6-40-PO,PG544,LA PINTANA,CAMINO EL MARISCAL,LOS DURAZNOS,LAS MAGNOLIAS,Camino El Mariscal esq. / Las Magnolias,348105.9109,6279832.4372,,,,7,7,1,F03R,L-23-6-40-PO|PG544|F03R
paradas_frecuentes.909,POINT (348566.5289299077 6279789.580139596),8598,8598,L-23-6-45-PO,PG545,LA PINTANA,CAMINO EL MARISCAL,LOS DURAZNOS,LAS MAGNOLIAS,Camino El Mariscal esq. / Las Magnolias,348566.5289,6279789.5801,,,,7,7,1,F03R,L-23-6-45-PO|PG545|F03R
paradas_frecuentes.910,POINT (348617.4362097909 6279792.268623282),8562,8562,L-23-6-50-OP,PG510,LA PINTANA,CAMINO EL MARISCAL,AVENIDA  SANTA ROSA,EL PARQUE,Camino El Mariscal esq. / El Parque,348617.4362,6279792.2686,,,,7,7,1,F03I,L-23-6-50-OP|PG510|F03I
paradas_frecuentes.911,POINT (347433.1032212477 6282395.477394997),9410,9410,L-23-26-60-PO,PG893,LA PINTANA,AVENIDA LO BLANCO,EL PINO,EL MAQUI,Avenida Lo Blanco esq. / El Maqui,347433.1041,6282395.4759,,,,10.5,10.33,1,G05R,L-23-26-60-PO|PG893|G05R
paradas_frecuentes.912,POINT (347592.22718594945 6282394.675246378),9379,9379,L-23-26-65-OP,PG860,LA PINTANA,AVENIDA LO BLANCO,EL ROBLE,EL RAULÖ,Avenida Lo Blanco esq. / El Raul¡,347592.21547,6282394.716,,,,12.5,8.33,1,G05I,L-23-26-65-OP|PG860|G05I
paradas_frecuentes.913,POINT (347831.2206957126 6282362.304520398),9411,9411,L-23-26-70-PO,PG894,LA PINTANA,AVENIDA LO BLANCO,EL LITRE,PORTO ALEGRE,Avenida Lo Blanco esq. / Porto Alegre,347831.2207,6282362.3045,,,,10.5,10.33,1,G05R,L-23-26-70-PO|PG894|G05R
paradas_frecuentes.914,POINT (347858.99291911226 6282396.462825669),2584,2584,T-23-223-NS-10,PG245,LA PINTANA,PORTO ALEGRE,EL QUILLAY,AVENIDA LO BLANCO,Porto Alegre esq. / Avenida Lo Blanco,347858.9929,6282396.4628,,,,45.5,30.33,3,212R;216I;G05I,T-23-223-NS-10|PG245|212R;216I;G05I
paradas_frecuentes.915,POINT (348298.609884743 6282304.033130347),2585,2585,T-23-219-PO-5,PG246,LA PINTANA,AVENIDA LO BLANCO,P. ALEGRE,AVENIDA SANTA ROSA,Estadio @ La Pintana,348298.57,6282304.05,,,,33,22,2,212R;216I,T-23-219-PO-5|PG246|212R;216I
paradas_frecuentes.916,POINT (349120.92058914376 6278911.314900732),3175,3175,L-34-16-5-SN,PF118,PUENTE ALTO,CAMINO EL RETIRO,LOS PALTOS,AVENIDA EYZAGUIRRE,Parada 2 / Paradero 48 @ Santa Rosa,349120.943,6278911.298,,,,39,37,5,230R;207cR;207eR;F03R;F18I,L-34-16-5-SN|PF118|230R;207cR;207eR;F03R;F18I
paradas_frecuentes.917,POINT (349104.4732983439 6279018.977566304),3164,3164,T-23-205-NS-110,PG183,LA PINTANA,AVENIDA SANTA ROSA,EL OLIVAR,LOS NOGALES,Parada 1 / Paradero 48 @ Santa Rosa,349104.4733,6279018.9776,,,,17.5,24,3,230I;207cI;207eI,T-23-205-NS-110|PG183|230I;207cI;207eI
paradas_frecuentes.918,POINT (349183.48626358307 6278963.097834719),2393,2393,L-34-40-5-OP,PF233,PUENTE ALTO,AVENIDA EYZAGUIRRE,SANTA JUANA,AVENIDA SANTA ROSA,Parada 4 / Paradero 48 @ Santa Rosa,349183.504,6278963.054,,,,26.5,34,4,209R;209eR;F03I;F18R,L-34-40-5-OP|PF233|209R;209eR;F03I;F18R
paradas_frecuentes.919,POINT (349115.7207705907 6279247.9740141705),2394,2394,T-34-205-SN-10,PF120,PUENTE ALTO,AVENIDA SANTA ROSA,RÖO YESO,RÖO COLORADO,Parada 2 / Paradero 47 @ Santa Rosa,349115.752,6279248.01,,,,20,26,3,209R;230R;207cR,T-34-205-SN-10|PF120|209R;230R;207cR
paradas_frecuentes.920,POINT (349327.4295280797 6278979.777860157),2367,2367,L-34-40-15-PO,PF234,PUENTE ALTO,AVENIDA EYZAGUIRRE,LAS ABEJAS,LAS MARIPOSAS,Avenida Eyzaguirre esq. / Las Mariposas,349327.4295,6278979.7779,,,,32,26.33,4,209I;209eI;F03R;F18I,L-34-40-15-PO|PF234|209I;209eI;F03R;F18I
paradas_frecuentes.921,POINT (349358.5131266629 6278991.801061393),2392,2392,L-34-40-10-OP,PF232,PUENTE ALTO,AVENIDA EYZAGUIRRE,SAN JULIµN,SANTA JUANA,Avenida Eyzaguirre esq. / Santa Juana,349358.5131,6278991.8011,,,,21.5,29,3,209R;F03I;F18R,L-34-40-10-OP|PF232|209R;F03I;F18R
paradas_frecuentes.922,POINT (349234.53969305125 6279216.122731446),8637,8637,L-34-106-15-OP,PF907,PUENTE ALTO,RÖO YESO,LAS TENCAS,ESTERO PUANGUE,R¡o Yeso esq. / Estero Puangue,349234.559,6279216.097,,,,3,4,1,F03cI,L-34-106-15-OP|PF907|F03cI
paradas_frecuentes.923,POINT (349376.4358648476 6279239.313692693),8636,8636,L-34-106-10-OP,PF906,PUENTE ALTO,RÖO YESO,ESTERO LEONERA,CAIQUENOS,R¡o Yeso esq. / Caiquenos,349376.474,6279239.313,,,,3,4,1,F03cI,L-34-106-10-OP|PF906|F03cI
paradas_frecuentes.924,POINT (349068.60808722285 6279305.131399831),8600,8600,L-23-11-5-OP,PG1669,LA PINTANA,EL OLIVAR,SANTA ROSA,LOS PLµTANOS,Parada 6 / Paradero 47 @ Santa Rosa,349068.6081,6279305.1314,,,,7,7,1,F03R,L-23-11-5-OP|PG1669|F03R
paradas_frecuentes.925,POINT (349087.10126852174 6279291.668609703),8559,8559,L-23-11-15-PO,PG509,LA PINTANA,EL OLIVAR,LOS PLµTANOS,AVENIDA SANTA ROSA,Parada 3 / Paradero 47 @ Santa Rosa,349087.1013,6279291.6686,,,,7,7,1,F03I,L-23-11-15-PO|PG509|F03I
paradas_frecuentes.926,POINT (349124.7595673577 6279263.311585176),8638,8638,L-34-83-35-SN,PF819,PUENTE ALTO,AVENIDA SANTA ROSA,RÖO YESO,RÖO COLORADO,Parada 4 / Paradero 47 @ Santa Rosa,349124.716,6279263.338,,,,3,4,1,F03cI,L-34-83-35-SN|PF819|F03cI
paradas_frecuentes.927,POINT (349100.83385688165 6279344.902333963),2366,2366,T-23-205-NS-105,PG182,LA PINTANA,AVENIDA SANTA ROSA,LAS ACACIAS,EL OLIVAR,Parada 1 / Paradero 47 @ Santa Rosa,349100.823,6279344.883,,,,17.5,26,3,209I;230I;207cI,T-23-205-NS-105|PG182|209I;230I;207cI
paradas_frecuentes.928,POINT (349114.1604421905 6279553.855562601),8560,8560,L-34-83-40-SN,PF818,PUENTE ALTO,AVENIDA SANTA ROSA,RÖO COLORADO,RÖO ARHUELLES,Paradero 46 @ Santa Rosa,349114.192,6279553.806,,,,13,15,3,F03I;F03cI;F03cR,L-34-83-40-SN|PF818|F03I;F03cI;F03cR
paradas_frecuentes.929,POINT (349089.63595210225 6279643.977399684),2365,2365,T-23-205-NS-100,PG181,LA PINTANA,AVENIDA SANTA ROSA,CAMINO EL MARISCAL,RÖO ARHUELLES,Parada 1 / Paradero 45 @ Santa Rosa,349089.642,6279644.01,,,,28.5,37.33,5,209I;230I;207cI;207eI;209eI,T-23-205-NS-100|PG181|209I;230I;207cI;207eI;209eI
paradas_frecuentes.930,POINT (349187.66601176 6279695.208312404),8639,8639,L-34-107-5-PO,PF910,PUENTE ALTO,RÖO PUELCHE,AVENIDA  SANTA ROSA,RÖO CHALACO,R¡o Puelche esq. / R¡o Chalaco,349187.686,6279695.16,,,,3,4,1,F03cR,L-34-107-5-PO|PF910|F03cR
paradas_frecuentes.931,POINT (349405.3958310236 6279670.675727283),8640,8640,L-34-107-10-PO,PF909,PUENTE ALTO,RÖO PUELCHE,RÖO CLARILLO,RÖO PANGAL,R¡o Puelche esq. / R¡o Pangal,349405.406,6279670.636,,,,3,4,1,F03cR,L-34-107-10-PO|PF909|F03cR
paradas_frecuentes.932,POINT (349035.21057390666 6279752.928372283),8561,8561,L-23-6-55-OP,PG1668,LA PINTANA,CAMINO EL MARISCAL,AVENIDA  SANTA ROSA,EL PARQUE,Parada 4 / Paradero 45 @ Santa Rosa,349035.2106,6279752.9284,,,,7,7,1,F03I,L-23-6-55-OP|PG1668|F03I
paradas_frecuentes.933,POINT (349059.21842185233 6279731.122713983),8599,8599,L-23-6-60-PO,PG546,LA PINTANA,CAMINO EL MARISCAL,EL PARQUE,AVENIDA SANTA ROSA,Parada 3 / Paradero 45 @ Santa Rosa,349059.2184,6279731.1227,,,,7,7,1,F03R,L-23-6-60-PO|PG546|F03R
paradas_frecuentes.934,POINT (349094.16336656 6279834.158363253),2395,2395,T-34-205-SN-15,PF121,PUENTE ALTO,AVENIDA SANTA ROSA,CAMINO EL MARISCAL,LOS JESUITAS,Parada 2 / Paradero 45 @ Santa Rosa,349094.1634,6279834.1584,,,,31.5,37,5,209R;230R;207cR;207eR;209eR,T-34-205-SN-15|PF121|209R;230R;207cR;207eR;209eR
paradas_frecuentes.935,POINT (349045.55523791234 6280440.769197058),2364,2364,T-23-205-NS-95,PG180,LA PINTANA,AVENIDA SANTA ROSA,LOS JESUÖTAS,CAMINO EL MARISCAL,Paradero 43 @ Santa Rosa,349045.5552,6280440.7692,,,,17.5,26,3,209I;230I;207cI,T-23-205-NS-95|PG180|209I;230I;207cI
paradas_frecuentes.936,POINT (349490.5941506552 6279007.515992735),2368,2368,L-34-40-20-PO,PF235,PUENTE ALTO,AVENIDA EYZAGUIRRE,QUITALMAHUE,SAN JULIµN,Avenida Eyzaguirre esq. / San Juli n,349490.5942,6279007.516,,,,27,21,3,209I;F03R;F18I,L-34-40-20-PO|PF235|209I;F03R;F18I
paradas_frecuentes.937,POINT (349517.41390730883 6279019.249964086),2391,2391,L-34-40-25-OP,PF231,PUENTE ALTO,AVENIDA EYZAGUIRRE,SAN LUIS,SAN JULIµN,Avenida Eyzaguirre esq. / San Juli n,349517.4139,6279019.25,,,,21.5,29,3,209R;F03I;F18R,L-34-40-25-OP|PF231|209R;F03I;F18R
paradas_frecuentes.938,POINT (349756.69138627814 6279051.725929081),2369,2369,L-34-40-30-PO,PF236,PUENTE ALTO,AVENIDA EYZAGUIRRE,SAN JULIAN,SAN LUIS,Avenida Eyzaguirre esq. / San Luis,349756.6914,6279051.7259,,,,27,21,3,209I;F03R;F18I,L-34-40-30-PO|PF236|209I;F03R;F18I
paradas_frecuentes.939,POINT (349778.76793341 6279064.161302084),2390,2390,L-34-40-35-OP,PF230,PUENTE ALTO,AVENIDA EYZAGUIRRE,SAN LUIS,SAN JULIµN,Avenida Eyzaguirre esq. / San Juli n,349778.7679,6279064.1613,,,,21.5,29,3,209R;F03I;F18R,L-34-40-35-OP|PF230|209R;F03I;F18R
paradas_frecuentes.940,POINT (349603.93793891586 6279437.316343249),8642,8642,L-34-108-5-PO,PF911,PUENTE ALTO,RÖO VOLCµN,ESTERO DEL DIABLO,RÖO LOS BA¥OS,R¡o Volc n esq. / R¡o Los Ba¤os,349603.965,6279437.359,,,,3,4,1,F03cR,L-34-108-5-PO|PF911|F03cR
paradas_frecuentes.941,POINT (349422.6706445535 6279480.50446629),8641,8641,L-34-110-5-NS,PF913,PUENTE ALTO,RÖO COYA,RÖO ARHUELLES,ESTERO BA¥OS MORALES,R¡o Coya esq. / Ba¤os Morales,349422.668,6279480.501,,,,3,4,1,F03cR,L-34-110-5-NS|PF913|F03cR
paradas_frecuentes.942,POINT (349638.822971817 6279283.801099189),8635,8635,L-34-106-5-OP,PF908,PUENTE ALTO,RÖO YESO,ESTERO SAN IGNACIO,RÖO LOS BA¥OS,R¡o Yeso esq. / R¡o Los Ba¤os,349638.82,6279283.793,,,,3,4,1,F03cI,L-34-106-5-OP|PF908|F03cI
paradas_frecuentes.943,POINT (349921.04072981083 6278897.019166011),9008,9008,L-34-109-20-SN,PF1015,PUENTE ALTO,9 DE AGOSTO,EST. TEGUALDA,CASTRO,9 de Agosto esq. / Castro,349921.04,6278897,,,,9,5,1,F15I,L-34-109-20-SN|PF1015|F15I
paradas_frecuentes.944,POINT (349967.1151340817 6278977.044155381),9039,9039,L-34-121-30-OP,PF1018,PUENTE ALTO,LAGUNILLAS,EST. METRENCO,CASTRO,Lagunillas esq. / Castro,349967.12,6278977,,,,5,8,1,F15R,L-34-121-30-OP|PF1018|F15R
